project_id,source_name,source_record_id,project_title_ko,project_title_en,country,region,sector,start_year,end_year,budget_krw,description
PRJ_172E466FF62B,koica_humanitarian,2024-03357,2024 잠비아 루사카 및 중부 주 식량위기 대응 영양지원 긴급구호사업,Emergency Nutrition Response Project (ENRP),잠비아,아프리카,분쟁취약지원팀,2024,2024,200000000.0,2024 잠비아 루사카 및 중부 주 식량위기 대응 영양지원 긴급구호사업 Emergency Nutrition Response Project (ENRP) 잠비아 아프리카 분쟁취약지원팀
PRJ_2AD61FFE4D2B,koica_humanitarian,2025-01476,미얀마 카친주 내전 피해 실향민 및 호스트커뮤니티 청년 심리사회적 역량 강화 사업,"Building psychosocial resilience for youth from internally displaced people(IDP) camps and host communities in Kachin State, Myanmar ('25-'26)",미얀마,아시아/태평양,분쟁취약지원팀,2025,2026,600000000.0,"미얀마 카친주 내전 피해 실향민 및 호스트커뮤니티 청년 심리사회적 역량 강화 사업 Building psychosocial resilience for youth from internally displaced people(IDP) camps and host communities in Kachin State, Myanmar ('25-'26) 미얀마 아시아/태평양 분쟁취약지원팀"
PRJ_9079C8BCA52B,koica_humanitarian,2025-01483,에티오피아 아셀라 지역사회기반 청년주도 평화구축 사업,"Project for the Community-based Youth-led Peacebuilding in Asella, Ethiopia",에티오피아,아프리카,분쟁취약지원팀,2025,2026,200000000.0,"에티오피아 아셀라 지역사회기반 청년주도 평화구축 사업 Project for the Community-based Youth-led Peacebuilding in Asella, Ethiopia 에티오피아 아프리카 분쟁취약지원팀"
PRJ_18789A915F64,koica_humanitarian,2025-01484,말라위 잘레카 난민 캠프 생계활동을 통한 식량 위기 대응 및 공동체 강화사업,"Project for Food Crisis Response and Community Strengthening through Livelihood Support in Dzaleka Refugee Camp, Malaw",말라위,아프리카,분쟁취약지원팀,2025,2027,1500000000.0,"말라위 잘레카 난민 캠프 생계활동을 통한 식량 위기 대응 및 공동체 강화사업 Project for Food Crisis Response and Community Strengthening through Livelihood Support in Dzaleka Refugee Camp, Malaw 말라위 아프리카 분쟁취약지원팀"
PRJ_DFB40D90110A,koica_humanitarian,2025-01473,마다가스카르 남부지역 기후 이주민을 위한 회복력 강화 사업,Resilience Enhancement Project for Climate Migrants in Southern Madagascar('25-'27),마다가스카르,아프리카,분쟁취약지원팀,2025,2027,1370194650.0,마다가스카르 남부지역 기후 이주민을 위한 회복력 강화 사업 Resilience Enhancement Project for Climate Migrants in Southern Madagascar('25-'27) 마다가스카르 아프리카 분쟁취약지원팀
PRJ_485E3F7346A8,koica_humanitarian,2025-01472,케냐 칼로베예이 정착촌 난민 및 수용공동체의 평화 기반 사회경제적 회복력 강화 사업,"Integrated Drought Response and Socio-economic Resilience Management underlying Peace in Kalobeyei, Kenya (DREAM UP) Project('25-'27)",케냐,아프리카,분쟁취약지원팀,2025,2027,1500000000.0,"케냐 칼로베예이 정착촌 난민 및 수용공동체의 평화 기반 사회경제적 회복력 강화 사업 Integrated Drought Response and Socio-economic Resilience Management underlying Peace in Kalobeyei, Kenya (DREAM UP) Project('25-'27) 케냐 아프리카 분쟁취약지원팀"
PRJ_2D0B5A1FA305,koica_humanitarian,2025-01471,부르키나파소 노르 지역 분쟁 취약 인구 및 지역사회 회복력 강화를 위한 HDP-N 사업,HDP-N Project for Enhancing the Resilience of Conflict-Vulnerable Populations and Communities in the Nord Region of Burkina Faso('25-'27),부르키나파소,아프리카,분쟁취약지원팀,2025,2027,1500000000.0,부르키나파소 노르 지역 분쟁 취약 인구 및 지역사회 회복력 강화를 위한 HDP-N 사업 HDP-N Project for Enhancing the Resilience of Conflict-Vulnerable Populations and Communities in the Nord Region of Burkina Faso('25-'27) 부르키나파소 아프리카 분쟁취약지원팀
PRJ_55D5FEBBE8A1,koica_humanitarian,2025-02081,"우간다 오봉기 구 팔로잉야 난민 정착촌 및 수용공동체 주민들의 교육, 보호, 생계 통합적 지원을 통한 회복력 증진 사업","The Resilience enhancement project through integrated support for education, protection and livelihood of the Palorinya Refugee Settlement and Host Community in Obongi District, Uganda",우간다,아프리카,분쟁취약지원팀,2025,2027,2079500000.0,"우간다 오봉기 구 팔로잉야 난민 정착촌 및 수용공동체 주민들의 교육, 보호, 생계 통합적 지원을 통한 회복력 증진 사업 The Resilience enhancement project through integrated support for education, protection and livelihood of the Palorinya Refugee Settlement and Host Community in Obongi District, Uganda 우간다 아프리카 분쟁취약지원팀"
PRJ_A6C2B2824CB5,koica_humanitarian,2025-01558,"짐바브웨 치레드지 지역 엘니뇨로 인한 식량위기 대응 및 기후스마트농업, 사회통합을 통한 회복력 증진 사업","Response to Food Crisis Caused by El Nio and Promotion of Climate-Smart Agriculture and Social Integration for Resilience Enhancement in Chiredzi District, Zimbabwe",짐바브웨,아프리카,분쟁취약지원팀,2025,2027,1500000000.0,"짐바브웨 치레드지 지역 엘니뇨로 인한 식량위기 대응 및 기후스마트농업, 사회통합을 통한 회복력 증진 사업 Response to Food Crisis Caused by El Nio and Promotion of Climate-Smart Agriculture and Social Integration for Resilience Enhancement in Chiredzi District, Zimbabwe 짐바브웨 아프리카 분쟁취약지원팀"
PRJ_42C99CF6D3D4,koica_humanitarian,2025-02073,"2025 요르단 제라시캠프 팔레스타인 난민 대상 중동 분쟁 대응 WASH, 생계지원사업","Jordan's Gerash Camp Responding to Middle East Conflict for Palestinian Refugees, WASH, Livelihood Support Project",요르단,중동중앙아,분쟁취약지원팀,2025,2025,400000000.0,"2025 요르단 제라시캠프 팔레스타인 난민 대상 중동 분쟁 대응 WASH, 생계지원사업 Jordan's Gerash Camp Responding to Middle East Conflict for Palestinian Refugees, WASH, Livelihood Support Project 요르단 중동중앙아 분쟁취약지원팀"
PRJ_E7D775E410F4,koica_humanitarian,2025-02074,2025 레바논 중부 분쟁 피해 IDPs 및 시리아 난민 대상 다목적 바우처 카드 지원 사업,Multi-Purpose Voucher Card Assistance for Conflict-Affected IDPs and Syrian Refugees in Central Lebanon,레바논,중동중앙아,분쟁취약지원팀,2025,2025,400000000.0,2025 레바논 중부 분쟁 피해 IDPs 및 시리아 난민 대상 다목적 바우처 카드 지원 사업 Multi-Purpose Voucher Card Assistance for Conflict-Affected IDPs and Syrian Refugees in Central Lebanon 레바논 중동중앙아 분쟁취약지원팀
PRJ_85C0F7A3B87F,koica_humanitarian,2025-02076,2025 레바논 남부 분쟁 피해 가구 생계 지원 및 아동보호를 통한 회복력 강화 사업,Enhancing Household Resilience in South Lebanon: Targeted Cash Assistance & Child Protection Services,레바논,중동중앙아,분쟁취약지원팀,2025,2025,400000000.0,2025 레바논 남부 분쟁 피해 가구 생계 지원 및 아동보호를 통한 회복력 강화 사업 Enhancing Household Resilience in South Lebanon: Targeted Cash Assistance & Child Protection Services 레바논 중동중앙아 분쟁취약지원팀
PRJ_EEEA76F0D400,koica_humanitarian,2025-02080,2025 레바논 남부 분쟁취약지역 다목적현금지원사업,Emergency Multi-Purpose Cash Assistance for Conflict-Affected Families in South Lebanon,레바논,중동중앙아,분쟁취약지원팀,2025,2025,400000000.0,2025 레바논 남부 분쟁취약지역 다목적현금지원사업 Emergency Multi-Purpose Cash Assistance for Conflict-Affected Families in South Lebanon 레바논 중동중앙아 분쟁취약지원팀
PRJ_63C41EF6F5F5,koica_humanitarian,2025-02079,2025 팔레스타인 가자지구 전쟁피해 대응 식수위생 긴급구호사업,Emergency WASH response to support displaced populations in the Gaza Strip,팔레스타인,중동중앙아,분쟁취약지원팀,2025,2025,400000000.0,2025 팔레스타인 가자지구 전쟁피해 대응 식수위생 긴급구호사업 Emergency WASH response to support displaced populations in the Gaza Strip 팔레스타인 중동중앙아 분쟁취약지원팀
PRJ_1F050495065E,koica_humanitarian,2025-03341,"2025 미얀마 신빵웨, 코핀 지역 긴급식량지원 사업","2025 Emergency Food Assistance Project in Sinbaungwe and Koepin, Myanmar",미얀마,아시아/태평양,분쟁취약지원팀,2025,2025,200000000.0,"2025 미얀마 신빵웨, 코핀 지역 긴급식량지원 사업 2025 Emergency Food Assistance Project in Sinbaungwe and Koepin, Myanmar 미얀마 아시아/태평양 분쟁취약지원팀"
PRJ_632C38C6C672,koica_humanitarian,2025-03342,"미얀마 식량 위기 대응 만달레이 주, 샨 주 식량 및 비식량 지원 사업","Food and Non-Food Assistance for the Food Crisis Response in Mandalay and Shan States, Myanmar",미얀마,아시아/태평양,분쟁취약지원팀,2025,2025,200000000.0,"미얀마 식량 위기 대응 만달레이 주, 샨 주 식량 및 비식량 지원 사업 Food and Non-Food Assistance for the Food Crisis Response in Mandalay and Shan States, Myanmar 미얀마 아시아/태평양 분쟁취약지원팀"
PRJ_95BA8F013D9D,koica_humanitarian,2025-03343,미얀마 마궤주 국내 실향 아동 및 가족을 위한 긴급 식량위기 대응 사업,"Emergency cash for food for internally displaced children and families in Magway, Myanmar",미얀마,아시아/태평양,분쟁취약지원팀,2025,2025,200000000.0,"미얀마 마궤주 국내 실향 아동 및 가족을 위한 긴급 식량위기 대응 사업 Emergency cash for food for internally displaced children and families in Magway, Myanmar 미얀마 아시아/태평양 분쟁취약지원팀"
PRJ_1521A5B887EB,koica_humanitarian,2025-03344,2025 미얀마 북부 식량위기지역 IDP 및 수용 공동체 대상 현금기반지원 사업,2025 Cash-Based Assistance for IDPs and Host Communities in Food Crisis-Affected Areas of Northern Myanmar,미얀마,아시아/태평양,분쟁취약지원팀,2025,2025,250000000.0,2025 미얀마 북부 식량위기지역 IDP 및 수용 공동체 대상 현금기반지원 사업 2025 Cash-Based Assistance for IDPs and Host Communities in Food Crisis-Affected Areas of Northern Myanmar 미얀마 아시아/태평양 분쟁취약지원팀
PRJ_995FD7D9507A,koica_humanitarian,2026-02017,방글라데시 바르구나 지역 사이클론 대비 및 포용적 쉘터 기반 재난 회복력 강화 사업,Bangladesh Cyclone Preparedness and Inclusive Shelter Resilience Project in Barguna District,방글라데시,아시아/태평양,분쟁취약지원팀,2026,2028,900000000.0,방글라데시 바르구나 지역 사이클론 대비 및 포용적 쉘터 기반 재난 회복력 강화 사업 Bangladesh Cyclone Preparedness and Inclusive Shelter Resilience Project in Barguna District 방글라데시 아시아/태평양 분쟁취약지원팀
PRJ_5E7C6D36D6E3,koica_humanitarian,2026-02015,태국-미얀마 국경 지역 옹피앙 난민캠프 내 난민 대상 사회경제적 자립 지원 사업,The Project to support Socioeconomic Self-reliance for Refugees in the Umpiem Camp on the Thai-Myanmar Boarder Area,태국,아시아/태평양,분쟁취약지원팀,2026,2028,593804000.0,태국-미얀마 국경 지역 옹피앙 난민캠프 내 난민 대상 사회경제적 자립 지원 사업 The Project to support Socioeconomic Self-reliance for Refugees in the Umpiem Camp on the Thai-Myanmar Boarder Area 태국 아시아/태평양 분쟁취약지원팀
PRJ_B62852D7F37A,koica_humanitarian,2026-02020,케냐 마사빗주 기후 이주민 식량위기 대응 및 회복력 강화사업,"Response to Food Security and Resilience Building for Climate Migrants in Marsabit County, Kenya",케냐,아프리카,분쟁취약지원팀,2026,2028,900000000.0,"케냐 마사빗주 기후 이주민 식량위기 대응 및 회복력 강화사업 Response to Food Security and Resilience Building for Climate Migrants in Marsabit County, Kenya 케냐 아프리카 분쟁취약지원팀"
PRJ_D69118DAE247,koica_iati,KR-GOV-051-2019010100043,피지 기후변화 대응 보건역량 강화사업(WHO)('19-'26/641만불),Strengthening Health Adaptation Project : Responding to Climate Change in Fiji (SHAPE),피지,오세아니아 > 멜라네시아,보건정책 및 행정관리,2019,2026,7248000000.0,"피지 기후변화 대응 보건역량 강화사업(WHO)('19-'26/641만불) Strengthening Health Adaptation Project : Responding to Climate Change in Fiji (SHAPE) 기후변화와 보건분야의 인력, 진단 및 관련 시설 강화, 기후변화보건분야 감시체계 강화, 기후변화보건에 대한 거버넌스와 지역사회 대응역량 강화 Strengthened capacity of health workforce, laboratory capacity, and facilities in providing health, Improved capacity in surveillance and health information management to detect and respond to climate-sensitive health risks, Enhanced governance and community empowerment to adapt to the healt…"
PRJ_DA5B251566AF,koica_iati,KR-GOV-051-2019090105262,(키리바시) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불),(Kiribati) UNDP Governance for Resilient Development in the Pacific Project,키리바시,오세아니아 > 미크로네시아,환경정책 및 행정관리,2019,2026,1512500000.0,"(키리바시) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불) (Kiribati) UNDP Governance for Resilient Development in the Pacific Project 개발사업의 기후변화 및 양성평등 주류화, 위험을 고려한 개발 추진, 기후펀드 접근성 제고 Mainstreaming of climate change and gender into development projects. Improvement in climate adaptive capacity and resilience through development. Increase in capacity and behaviour change to support risk informed development decision making. Improvements in access to climate funds."
PRJ_26DB38F252D5,koica_iati,KR-GOV-051-2019090105264,(마샬군도) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불),(Marshall Is.) UNDP Governance for Resilient Development in the Pacific Project,마셜제도,오세아니아 > 미크로네시아,환경정책 및 행정관리,2019,2026,1512500000.0,"(마샬군도) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불) (Marshall Is.) UNDP Governance for Resilient Development in the Pacific Project 개발사업의 기후변화 및 양성평등 주류화, 위험을 고려한 개발 추진, 기후펀드 접근성 제고 Mainstreaming of climate change and gender into development projects. Improvement in climate adaptive capacity and resilience through development. Increase in capacity and behaviour change to support risk informed development decision making. Improvements in access to climate funds."
PRJ_8F3D1324B32B,koica_iati,KR-GOV-051-2019090105266,(솔로몬군도) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불),(Solomon Is.) UNDP Governance for Resilient Development in the Pacific Project,솔로몬제도,오세아니아 > 멜라네시아,환경정책 및 행정관리,2019,2026,1512500000.0,"(솔로몬군도) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불) (Solomon Is.) UNDP Governance for Resilient Development in the Pacific Project 개발사업의 기후변화 및 양성평등 주류화, 위험을 고려한 개발 추진, 기후펀드 접근성 제고 Mainstreaming of climate change and gender into development projects. Improvement in climate adaptive capacity and resilience through development. Increase in capacity and behaviour change to support risk informed development decision making. Improvements in access to climate funds."
PRJ_8A2588156604,koica_iati,KR-GOV-051-2019090105268,(투발루) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불),(Tuvalu) UNDP Governance for Resilient Development in the Pacific Project,투발루,오세아니아 > 폴리네시아,환경정책 및 행정관리,2019,2026,1512500000.0,"(투발루) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불) (Tuvalu) UNDP Governance for Resilient Development in the Pacific Project 개발사업의 기후변화 및 양성평등 주류화, 위험을 고려한 개발 추진, 기후펀드 접근성 제고 Mainstreaming of climate change and gender into development projects. Improvement in climate adaptive capacity and resilience through development. Increase in capacity and behaviour change to support risk informed development decision making. Improvements in access to climate funds."
PRJ_5C62E31C58A7,koica_iati,KR-GOV-051-2019090105270,(바누아투) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불),(Vanuatu) UNDP Governance for Resilient Development in the Pacific Project,바누아투,오세아니아 > 멜라네시아,환경정책 및 행정관리,2019,2026,1512500000.0,"(바누아투) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불) (Vanuatu) UNDP Governance for Resilient Development in the Pacific Project 개발사업의 기후변화 및 양성평등 주류화, 위험을 고려한 개발 추진, 기후펀드 접근성 제고 Mainstreaming of climate change and gender into development projects. Improvement in climate adaptive capacity and resilience through development. Increase in capacity and behaviour change to support risk informed development decision making. Improvements in access to climate funds."
PRJ_7C43A7C81446,koica_iati,KR-GOV-051-2021090100146,WHO 키리바시 보건 분야 기후변화 적응력 향상 사업('21-'27/600만불),WHO Making Health Adaptation for the Future Resilient Islands - Kiribati Outer Islands for Climate Health Action,키리바시,오세아니아 > 미크로네시아,보건정책 및 행정관리,2021,2025,7260000000.0,"WHO 키리바시 보건 분야 기후변화 적응력 향상 사업('21-'27/600만불) WHO Making Health Adaptation for the Future Resilient Islands - Kiribati Outer Islands for Climate Health Action 기후변화 및 보건 프로그램의 모니터링 및 평가와 공중 보건 정책의 향상 및 제도화,국가 적응 계획 및 조사에 보건 요소를 강화하고 타라와 이외섬까지 적용 ,의료시설 향상과 필수 의료 물품 및 기술에 대한 접근성 향상 및 시설정비 , 기초 보건분야에서 기후관련 보건 위험 경감을 위한 인적 역량 강화, 기후 변화와 건강에 대한 IEC 자료와 문서화 방법 개발 및 배포 Governance capacity strengthened to support sustainable health adaptation; infrastructure resilience to climate change is increased in h…"
PRJ_09B00B1B6693,koica_iati,KR-GOV-051-2021090103407,(피지) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불),(fiji) UNDP Governance for Resilient Development in the Pacific Project,피지,오세아니아 > 멜라네시아,환경정책 및 행정관리,2021,2027,1512500000.0,"(피지) UNDP 태평양도서국 개발프로젝트 내 기후변화 적응 및 젠더 주류화 사업('19-'24/750만불) (fiji) UNDP Governance for Resilient Development in the Pacific Project 개발사업의 기후변화 및 양성평등 주류화, 위험을 고려한 개발 추진, 기후펀드 접근성 제고 Mainstreaming of climate change and gender into development projects. Improvement in climate adaptive capacity and resilience through development. Increase in capacity and behaviour change to support risk informed development decision making. Improvements in access to climate funds."
PRJ_5A826E2FE64F,koica_iati,KR-GOV-051-2022010100126,솔로몬군도 모자보건지원 2차사업(WHO)('22-'26/660만불),"Project for the Support to Maternal, Newborn Health Care in Solomon Islands",솔로몬제도,오세아니아 > 멜라네시아,보건정책 및 행정관리,2022,2026,7458000000.0,"솔로몬군도 모자보건지원 2차사업(WHO)('22-'26/660만불) Project for the Support to Maternal, Newborn Health Care in Solomon Islands 개보수/기자재, 정책/시스템 강화, 의료인력 역량개발, 지역사회 인식제고 Strengthen national governance to improve quality of maternal and newborn service in 5 target provinces (Honiara, Gudacanal, Western, Central and Malaita), Increase utilization of quality maternal and newborn health services in 5 target provinces (Honiara, Gudacanal, Western, Central and Malaita)"
PRJ_A2B41054D913,koica_iati,KR-GOV-051-2022090100590,IOM 피지 국가 및 지역사회의 재난과 이주 위험성 회복력 강화 사업('22-'26/600만불),IOM Strengthening National and Community Resilience to Disaster and Displacement Risks in the Republic of Fiji,피지,오세아니아 > 멜라네시아,재난위험경감,2022,2025,7260000000.0,"IOM 피지 국가 및 지역사회의 재난과 이주 위험성 회복력 강화 사업('22-'26/600만불) IOM Strengthening National and Community Resilience to Disaster and Displacement Risks in the Republic of Fiji 1. 국가 당국의 대피소 대비 및 대응 능력 강화 2.국가 당국의 대피소 대비 및 대응 능력 강화, 국가 비상 운영 센터 보고서 보완을 위한 NDMO의 정보 관리 시스템 구축, 3.고위험지역 안전한 대피소로의 접근성 강화, 고위험지역 여성들의 회복력 및 경제적 권한 강화, 고위험지역 내 갑작스러운 위험 발생에 대한 다중 위험 조기 경보 시스템 접근성 강화 4.고위험지역 내 갑작스러운 위험 발생에 대한 다중 위험 조기 경보 시스템 접근성 강화 1. The Government of Fiji effectively prevents, responds to and manages disaster and …"
PRJ_BDEEF98E5413,koica_iati,KR-GOV-051-2024010100053,네팔 Province4 직업교육학교 건립사업('24-'30/900만불),Infrastructure Development of Gandaki Institute of Technology(GIT) under the Gandaki Technical Education and Vocational Training Academy,네팔,아시아 > 서남 및 중앙아시아,"직업훈련(기초,중등수준)",2024,2028,11700000000.0,"네팔 Province4 직업교육학교 건립사업('24-'30/900만불) Infrastructure Development of Gandaki Institute of Technology(GIT) under the Gandaki Technical Education and Vocational Training Academy 기술교육원 건립, 기술교육 제도 구축 지원, 교사역량 강화,를 통한 청년 취업률 제고 및 기술교육 Establish well equipped polytechnic institute in the Gandaki Province to develop productive human resources who can ensure their livelihood and contribute to socio-economic development of the country"
PRJ_0499E17BD2AA,koica_iati,KR-GOV-051-2020010100036,방글라데시 IOM 인신매매 통합대응 프로그램('20-'26/586만불),KOICA-IOM Comprehensive Counter Trafficking Program to Address Human Trafficking in Bangladesh,방글라데시,아시아 > 서남 및 중앙아시아,입법 및 사법제도 개발,2020,2025,400000000.0,"방글라데시 IOM 인신매매 통합대응 프로그램('20-'26/586만불) KOICA-IOM Comprehensive Counter Trafficking Program to Address Human Trafficking in Bangladesh 인신매매 사건의 효과적인 식별, 수사, 기소를 위해 법 집행기관, 국경수비대, 사법제도의 제도적 역량 강화, 젠더기반대응에 초점 맞춘 인신매매 피해자 보호 개선, 젠더기반대응에 초점 맞춘 인신매매 피해자 통합 지원 개선, 인신매매 위험성과 안전한 이주 준비 방안에 대한 취약계층 및 잠재적 이주민의 인식개선 Strengthening the capacity of the Law enforcing agencies, border security agencies and justice system to effectively identify, investigate and prosecute cases of human trafficking, Developing …"
PRJ_79FB3E8E1DAD,koica_iati,KR-GOV-051-2021010100017,몽골 공공의사결정에서의 양성평등 달성을 위한 여성 권한 강화사업(UNDP)('21-'25/600만불),Promoting Gender Equality in Public Decision-Making and Women's Empowerment in Mongolia(UNDP),몽골,아시아 > 극동 아시아,성평등 조직(기구) 및 제도,2021,2025,7260000000.0,"몽골 공공의사결정에서의 양성평등 달성을 위한 여성 권한 강화사업(UNDP)('21-'25/600만불) Promoting Gender Equality in Public Decision-Making and Women's Empowerment in Mongolia(UNDP) 여성의 정치적 역량강화 위한 법적, 제도적 절차 및 정책 개선(몽골 여성 정치참여 제약 요소(법적, 제도적) 연구, 여성 정치 참여 촉진을 위한 Best Practice 조사, 여성 정치 참여 촉진 행정 법규 제안서 개발 등), 여성 정치참여에 관한 성별 통계 데이터 구축, 여성 정치 참여를 위한 대중인식 제고 및 역량강화 활동(여성 정치 참여에 대한 대중의 인식 조사 및 연구, 대중 인식 교육 및 캠페인 실시, 여성후보자에 대한 성평등 미디어 교육 실시, 포럼 개최 등), 여성 정치 후보자의 훈련 및 역량구축, 네트워킹 기회 제공 1. Improved legal frameworks, administrative pr…"
